ticker,legacyId,companyName,justCapital_metric_Workforce Demographics,justCapital_metric_Health and Safety Policies,justCapital_metric_Local Employment Pipeline,justCapital_metric_Worker Benefits Package,justCapital_metric_Human Rights Reporting,justCapital_metric_Labor & Human Rights Commitment,justCapital_metric_Work-Life Balance,justCapital_metric_Actions to Support Human Rights Commitment,justCapital_metric_Supplier Requirements on Labor & Human Rights,justCapital_metric_Opportunities for Local Businesses,justCapital_metric_Human Rights Supply Chain Safeguards,justCapital_metric_Local School Support,justCapital_metric_Related Party Transactions,justCapital_metric_Board Diversity,justCapital_metric_SEC Filings Review,justCapital_metric_Commitment to Following Laws & Regulations,justCapital_metric_Privacy Policies,justCapital_metric_Sustainable Products and Services,justCapital_metric_Local Community Engagement,justCapital_metric_Scope 1 Plus 2 Greenhouse Gas Emissions,justCapital_metric_Renewable Energy Percentage_0.5,justCapital_metric_Renewable Energy Percentage_1,"justCapital_metric_Diversity, Equity, and Inclusion Policies",justCapital_metric_Transparent Charitable Giving,justCapital_metric_Resource Use,justCapital_metric_Climate Commitments
SSNC,10765,"SS&C Technologies, Inc.",0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,1,1,0,0,0,0,,0,0,0,0
SRPT,10764,"Sarepta Therapeutics, Inc.",0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,,0,0,0,0
SRE,10763,Sempra Energy,1,1,1,1,0,1,1,1,0,1,0,1,1,1,1,0,0,0,1,0,0,,1,1,0,1
SRCL,10762,Stericycle Inc,1,1,1,0,0,1,0,1,0,0,1,0,1,0,0,1,1,0,0,0,0,,0,0,0,0
SQ,10761,Square Inc,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,1,1,0,1,0,,1,0,0,1
SPR,10760,Spirit Aerosystems Holdings Inc,0,1,1,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,,1,0,0,1
SPLK,10759,Splunk Inc,1,0,1,1,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1,1,,0,0,0,0
SPGI,10758,S&P Global Inc.,1,1,1,1,0,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,0,,1,1,0,1
SPG,10757,Simon Property Group Inc,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,1,0,0,,0,0,0,1
SPCE,10756,Virgin Galactic,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,0,0,0,0
SPB,10755,Spectrum Brands Holdings Inc,0,0,1,0,0,1,0,1,1,1,1,0,1,0,0,1,1,0,0,0,1,,0,0,0,1
SON,10754,Sonoco Products Company,0,0,1,0,0,1,0,1,1,1,1,1,1,0,1,1,0,0,1,0,0,,0,1,0,0
SO,10753,The Southern Company,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,,0,1,1,1
SNV,10751,Synovus Financial Corp,0,0,1,1,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,,0,1,0,0
SNPS,10750,Synopsys Inc,1,0,0,1,0,1,0,0,1,0,1,1,1,0,1,0,1,0,0,0,1,,1,0,0,1
SNDR,10749,Schneider National Inc,1,0,1,0,0,1,0,0,1,0,0,1,1,0,1,1,1,0,0,0,0,,0,0,0,1
SNA,10748,Snap-On Inc,0,1,1,1,0,1,0,0,1,1,1,0,1,0,1,1,1,0,0,0,0,,1,0,0,0
SMG,10747,The Scotts Miracle-Gro Company,0,1,1,0,0,1,0,1,0,1,1,1,0,0,1,1,1,0,1,0,0,,0,0,0,0
SMAR,10746,Smartsheet Inc.,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,,1,0,0,0
SLM,10745,SLM Corporation,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,1,0,0,0,0,0,,0,1,0,0
SLGN,10744,Silgan Holdings Inc,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,,0,0,0,0
SLG,10743,SL Green Realty Corp,0,0,0,1,0,1,0,0,1,1,0,1,0,0,1,1,0,1,1,0,0,,0,0,0,1
SLB,10742,Schlumberger Limited,0,1,1,0,0,1,0,0,1,0,0,1,1,0,1,1,1,0,1,0,0,,1,0,0,1
SKX,10741,"Skechers U.S.A., Inc.",0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,1,0,0,0,0,,0,0,0,0
SJM,10740,The J. M. Smucker Company,0,0,0,1,0,1,1,0,1,0,0,1,1,1,1,0,1,0,0,0,0,,0,1,1,0
SIX,10739,Six Flags Entertainment Corporation,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,,0,0,0,0
SIVB,10738,SVB Financial Group,0,0,0,1,0,0,1,0,0,1,0,1,1,0,1,0,0,0,0,1,0,,1,0,0,0
SIRI,10737,SiriusXM Holdings Inc.,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,,0,0,0,0
SHW,10736,The Sherwin-Williams Company,0,1,1,1,0,1,0,0,0,1,0,1,1,0,1,0,1,0,0,0,0,,1,1,0,0
SGEN,10735,Seagen Inc,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,1,1,0,0,0,0,,1,0,0,0
SEIC,10733,SEI Investments Co,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,,0,0,0,0
SEE,10732,Sealed Air Corp,0,1,0,0,0,0,0,0,1,0,1,1,1,0,1,1,0,0,0,0,0,,1,0,1,1
SEB,10730,Seaboard Corp,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,,0,0,0,0
SCHW,10728,Charles Schwab Corporation,1,0,1,1,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,,0,1,0,1
SCCO,10727,Southern Copper Corporation,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,,0,0,0,0
SC,10726,Santander Consumer USA Holdings Inc,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,1,,1,1,0,1
SBUX,10725,Starbucks Corporation,1,0,1,0,0,1,1,1,1,1,0,0,1,1,1,1,1,0,0,0,,1,1,1,0,1
SBNY,10724,Signature Bank,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,,0,1,0,0
SBAC,10723,SBA Communications Corp,1,1,1,0,0,0,0,0,0,1,0,1,1,0,1,1,1,0,0,0,0,,0,0,0,0
SAM,10721,"The Boston Beer Company, Inc.",0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,,0,1,0,0
SAGE,10719,Sage Therapeutics Inc,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,1,1,0,0,0,0,,0,0,0,0
SABR,10718,Sabre Corp,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,,0,0,0,0
RTX,10717,Raytheon Technologies Corp,0,1,1,1,0,1,1,0,1,1,1,0,1,0,1,1,1,0,0,0,1,,1,1,0,1
RSG,10716,Republic Services Inc,0,1,1,1,0,1,0,1,0,1,1,1,1,0,1,1,0,0,0,0,0,,0,1,0,1
RPM,10714,RPM International Inc,0,1,1,0,0,1,0,0,0,0,0,1,1,0,1,1,1,0,1,0,0,,0,0,0,0
ROST,10712,Ross Stores Inc,0,0,1,0,0,0,1,0,1,1,1,0,1,0,1,0,0,0,0,0,0,,0,0,0,1
ROP,10711,"Roper Technologies, Inc",0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,,0,0,0,0
ROL,10710,Rollins Inc,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,,0,0,0,0
ROKU,10709,"Roku, Inc",0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,,0,0,0,0
ROK,10708,Rockwell Automation Inc,1,1,1,1,0,1,1,0,1,1,1,1,1,0,1,1,0,0,0,0,0,,0,1,1,1
RNR,10707,RenaissanceRe Holdings Ltd,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,1,0,1,0,1,0,,0,0,0,0
RNG,10706,RingCentral Inc,0,0,0,1,0,1,1,0,1,0,1,0,1,0,1,1,1,0,0,0,0,,0,0,0,0
RMD,10705,ResMed Inc,0,1,0,0,0,0,1,0,1,1,1,0,1,0,1,1,1,0,0,0,0,,1,0,0,0
RL,10704,Ralph Lauren Corp,1,0,0,1,1,0,1,1,1,1,1,0,0,0,1,1,1,1,0,0,0,,1,1,1,1
RHI,10702,Robert Half International Inc,0,0,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,,0,1,0,0
RGLD,10701,Royal Gold Inc,0,0,0,0,0,1,0,1,1,0,0,1,1,0,1,1,0,0,0,0,0,,0,0,0,0
RGEN,10700,Repligen Corporation,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,,0,0,0,0
RGA,10699,Reinsurance Group of America Inc,0,0,0,0,0,1,0,1,1,0,1,0,1,0,1,1,1,0,0,1,0,,1,0,0,0
RF,10698,Regions Financial Corporation,0,0,1,1,0,1,1,1,1,1,0,1,1,0,1,1,1,1,1,0,0,,0,1,0,1
REYN,10697,Reynolds Consumer Products Inc.,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,,0,0,0,0
RE,10694,Everest Re Group Ltd,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,,1,0,0,0
RCL,10693,Royal Caribbean Group,0,1,1,0,0,1,1,0,1,1,1,0,1,0,1,1,1,0,1,0,0,,0,0,0,1
R,10691,"Ryder System, Inc.",1,1,1,0,0,1,0,0,1,1,0,0,1,0,1,1,1,1,1,0,1,,0,0,0,1
QRVO,10690,Qorvo Inc,0,1,1,1,0,1,0,1,1,1,0,0,1,0,1,1,0,0,1,0,0,,0,0,0,1
QRTEA,10689,"Qurate Retail, Inc.",1,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,1,0,0,,1,1,0,1
QDEL,10688,QUIDEL CORP,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,,0,0,0,0
QCOM,10687,Qualcomm Inc,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,0,1,,1,1,0,1
PYPL,10686,Paypal Holdings Inc,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,,1,1,1,0,1
PXD,10685,Pioneer Natural Resources Company,0,1,0,1,0,1,1,1,1,0,1,1,0,0,0,1,0,0,0,0,1,,0,1,0,1
PWR,10684,Quanta Services Inc,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,1,1,0,0,0,0,,0,0,0,0
PVH,10683,PVH Corp.,1,1,0,1,1,1,1,1,1,1,1,0,1,0,1,0,1,1,1,0,1,,1,1,0,1
PTON,10682,Peloton,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,,1,1,0,0
PTC,10681,PTC Inc.,0,0,0,1,0,1,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,,1,1,0,0
PSX,10680,Phillips 66,0,1,1,1,0,1,1,0,0,1,1,1,1,0,1,1,0,0,1,0,0,,0,0,0,0
PSTG,10679,Pure Storage Inc,0,0,0,0,0,1,1,0,1,0,0,1,1,0,1,1,1,0,0,0,0,,0,0,0,0
PSA,10678,Public Storage,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,,0,0,0,0
PRU,10676,Prudential Financial Inc,1,0,1,1,0,1,1,0,1,1,0,0,1,1,1,1,0,0,0,1,0,,1,0,0,1
PRI,10675,"Primerica, Inc.",0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,,1,1,0,0
PRGO,10674,Perrigo Co PLC,0,1,0,0,1,1,0,0,1,0,1,0,1,0,1,1,1,0,0,0,0,,0,1,0,1
PPL,10672,PPL Corp,0,1,1,1,1,1,0,1,1,1,0,1,1,0,1,1,0,0,1,0,1,,0,1,0,1
PPG,10671,PPG Industries Inc,0,1,1,0,1,1,0,1,1,1,1,1,1,0,1,1,1,0,1,0,1,,0,1,0,1
PPD,10670,PPD,0,0,1,0,0,0,0,0,1,1,1,0,1,0,1,1,1,0,0,0,0,,0,0,0,0
PPC,10669,Pilgrims Pride Corporation,1,1,1,0,0,1,0,0,1,1,0,0,1,0,1,0,1,0,1,0,0,,0,1,0,1
POST,10668,"Post Holdings, Inc.",0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,,0,0,0,0
POOL,10667,Pool Corp,0,1,1,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,,0,0,0,0
PODD,10666,Insulet Corp,0,0,1,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,,1,0,0,0
PNW,10665,Pinnacle West Capital Corp,0,1,1,1,0,0,0,0,1,1,0,1,1,0,1,1,0,0,1,0,1,,0,0,0,0
PNR,10664,Pentair Plc,0,1,0,1,0,1,0,0,1,0,0,0,1,1,1,1,1,0,1,0,0,,0,1,1,0
PNFP,10663,Pinnacle Financial Partners Inc,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,0,,0,0,0,0
PNC,10662,PNC Financial Services Group Inc,1,0,1,1,0,0,1,1,1,1,0,1,1,0,1,1,1,1,1,0,1,,1,1,0,1
PLNT,10661,"Planet Fitness, Inc.",1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,1,0,1,0,0,,0,1,0,0
PLD,10660,ProLogis Inc,0,0,0,1,0,1,1,1,1,0,0,0,1,0,1,1,0,0,1,1,0,,0,0,0,1
PLAN,10659,"Anaplan, Inc.",0,0,0,0,0,1,1,0,1,0,1,0,1,0,1,1,1,0,0,0,0,,1,0,0,0
PKI,10658,PerkinElmer Inc,1,1,0,0,0,1,0,0,1,0,0,0,1,0,1,1,1,0,0,0,0,,0,1,0,0
PKG,10657,Packaging Corporation of America,1,1,1,0,0,1,0,0,1,1,0,1,1,0,1,1,0,1,1,0,1,,0,1,0,1
PK,10656,Park Hotels & Resorts Inc.,0,0,1,1,0,1,0,0,1,1,0,0,1,0,1,1,0,0,0,0,0,,0,0,0,0
PINS,10655,Pinterest,1,0,0,0,0,1,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0,,0,0,0,0
PINC,10654,Premier Inc,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,,0,1,0,0
PII,10653,Polaris Industries Inc.,0,0,0,0,0,1,0,1,1,0,0,1,1,0,1,0,1,0,1,0,1,,1,1,1,0
PHM,10652,"PulteGroup, Inc.",0,0,0,0,0,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,,0,0,0,0
PH,10651,Parker Hannifin Corp,0,1,1,0,0,1,0,0,1,1,0,0,1,0,1,0,1,0,1,0,0,,0,0,1,0
PGR,10650,The Progressive Corporation,1,0,1,1,0,0,1,0,0,0,0,1,1,1,1,0,1,0,0,1,0,,1,0,0,1
PG,10649,The Procter & Gamble Company,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,0,1,0,1,,1,1,1,1
PFG,10647,Principal Financial Group Inc,0,0,0,1,0,1,0,0,0,1,1,1,1,0,1,0,1,0,1,1,1,,1,1,0,0
PFE,10646,Pfizer Inc,0,1,1,0,1,1,1,1,1,1,1,0,1,0,1,1,1,0,0,0,0,,1,0,0,1
PEP,10645,PepsiCo Inc,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,0,1,,1,1,1,1
PEN,10644,Penumbra Inc,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,0,0,0,0,0,,0,0,0,0
PEGA,10643,Pegasystems Inc,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,,0,0,0,1
PEG,10642,Public Service Enterprise Group Incorporated,1,1,1,1,0,1,1,1,1,1,0,0,1,0,1,1,0,0,1,0,1,,0,1,0,1
PCTY,10639,Paylocity Holding Corporation,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,1,0,0,0,0,,0,0,0,0
PCG,10638,PG&E Corporation,1,1,1,1,0,1,1,0,1,1,0,1,1,1,1,1,1,0,1,0,1,,0,1,0,1
PCAR,10637,PACCAR Inc,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,1,0,0,0,0,1,,0,0,0,0
PBCT,10636,"Peoples United Financial, Inc.",0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,,0,1,0,0
PAYX,10634,Paychex Inc,0,0,1,0,0,1,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,,0,1,0,0
PAYC,10633,Paycom Software Inc,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,,0,0,0,0
PANW,10632,Palo Alto Networks,1,0,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,,1,1,1,0,1
PAG,10631,"Penske Automotive Group, Inc.",0,1,1,0,0,1,0,0,0,1,0,0,1,0,1,1,1,0,0,0,0,,0,0,0,0
PACW,10630,PacWest Bancorp,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,,0,1,0,0
OZK,10629,Bank OZK,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,,0,1,0,0
OTIS,10626,Otis Worldwide Corporation,0,1,0,0,0,0,0,0,1,0,0,1,1,0,1,1,1,0,0,0,0,,1,0,1,1
OSK,10625,Oshkosh Corporation,0,1,1,0,0,1,1,1,1,1,0,0,1,0,1,0,1,0,1,0,0,,0,1,1,1
ORLY,10624,O'Reilly Automotive Inc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,,0,0,0,0
ORI,10623,Old Republic International Corp,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,,0,0,0,0
ORCL,10622,Oracle Corporation,1,1,1,1,0,1,0,0,1,1,0,1,0,0,1,1,1,0,1,0,1,,0,0,0,1
ON,10621,ON Semiconductor Corp,1,1,0,1,1,1,1,1,1,1,1,0,1,0,1,1,1,0,1,0,0,,0,1,0,1
OMF,10620,"OneMain Holdings, Inc.",0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,,0,0,0,0
OMC,10619,Omnicom Group Inc,1,0,0,1,0,1,0,0,0,1,1,0,1,1,1,0,0,0,1,0,1,,0,0,0,1
OLN,10618,Olin Corp,0,1,0,0,1,1,0,0,1,0,1,0,1,0,1,1,1,0,1,0,0,,1,0,0,1
OLLI,10617,"Ollie's Bargain Outlet Holdings, Inc.",0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,,0,0,0,0
OLED,10616,Universal Display Corp,1,1,0,0,1,1,0,0,1,0,0,1,1,0,1,1,0,0,0,0,0,,0,1,0,0
OKTA,10615,Okta Inc,1,0,0,1,0,1,1,0,1,0,0,1,1,0,1,1,1,0,0,1,0,,0,1,0,0
OKE,10614,"ONEOK, Inc.",0,1,1,1,0,1,1,0,1,1,0,0,1,0,1,1,0,0,1,0,1,,1,1,0,0
OGE,10613,OGE Energy Corp,0,0,1,1,0,1,1,0,1,1,1,0,1,0,1,1,0,0,1,0,1,,0,0,0,1
ODFL,10612,Old Dominion Freight Line Inc,0,1,1,0,0,1,0,0,1,0,0,0,1,0,1,1,1,0,0,0,0,,0,1,0,0
OC,10611,Owens Corning,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,0,1,,1,1,0,1
NYT,10610,The New York Times Company,1,0,0,1,0,0,0,0,0,0,0,1,1,0,1,1,1,0,0,0,0,,1,0,0,0
NXST,10608,Nexstar Media Group,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,,0,1,0,0
NWS,10607,News Corporation,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,,0,0,0,1
NWL,10606,Newell Brands Inc,1,1,0,0,0,1,1,0,1,1,1,1,1,0,0,1,1,0,0,0,0,,0,1,0,1
NVT,10605,nVent Electric Plc,0,1,0,0,0,1,0,0,1,0,1,0,1,1,1,1,1,0,0,0,0,,0,0,1,0
NVR,10604,NVR Inc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,0,0,0,0
NVDA,10603,NVIDIA Corp,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,0,1,,1,1,0,1
NUE,10600,Nucor Corporation,0,1,1,0,0,1,0,1,1,0,1,1,1,0,1,1,0,0,0,0,0,,0,1,1,0
NUAN,10599,Nuance Communications Inc,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,,1,0,0,0
NTRS,10598,Northern Trust Corp,1,0,0,0,0,1,0,0,1,1,0,1,0,0,1,1,0,0,0,0,0,,0,0,0,1
NTNX,10597,Nutanix Inc,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,1,1,0,0,0,0,,0,1,0,0
NTAP,10596,NetApp Inc,1,0,0,0,0,1,1,0,1,1,1,0,1,0,1,1,1,0,0,0,0,,0,0,1,0
NSC,10595,Norfolk Southern Corp,1,0,1,1,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,1,,0,0,0,0
NRG,10594,"NRG Energy, Inc.",1,1,1,0,0,0,0,0,1,1,0,0,1,0,1,0,1,0,1,0,1,,1,0,1,1
NOW,10593,"ServiceNow, Inc.",1,1,0,1,0,1,0,0,1,1,0,0,1,0,1,1,1,0,1,0,1,,1,1,0,1
NOV,10592,National Oilwell Varco LP,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,1,1,0,1,0,0,,0,1,0,0
NOC,10591,Northrop Grumman Corporation,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,0,1,0,1,,1,1,0,0
NLSN,10590,Nielsen Holdings PLC,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,,1,1,0,0
NLOK,10589,NortonLifeLock Inc,1,0,0,1,0,1,1,1,1,0,1,0,1,0,1,0,1,0,0,0,1,,1,1,0,1
NKTR,10588,Nektar Therapeutics,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,,0,0,0,0
NKE,10587,"NIKE, Inc.",1,1,1,0,1,1,0,1,1,1,1,1,1,0,1,0,1,1,0,0,1,,1,1,0,1
NI,10586,NiSource Inc,0,1,0,1,0,1,1,1,0,1,1,0,1,0,1,1,0,0,0,0,0,,0,1,0,1
NFLX,10585,Netflix Inc,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,,1,0,1,0,1
NFG,10584,National Fuel Gas Co,0,0,0,0,0,1,1,0,1,1,1,0,1,0,1,1,0,0,1,0,0,,0,1,0,1
NEWR,10583,"New Relic, Inc.",1,0,0,1,0,0,1,0,0,0,1,0,1,0,1,1,1,0,0,0,0,,0,0,0,0
NEU,10582,NewMarket Corp,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,,0,0,0,0
NET,10581,Cloudflare,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,,0,0,0,0
NEM,10580,Newmont Mining Corp,0,1,0,0,1,1,0,1,1,1,1,0,1,1,1,1,0,0,1,0,1,,1,1,0,1
NEE,10579,NextEra Energy Resources LLC,1,1,1,1,0,0,0,0,0,1,1,0,1,0,1,1,0,0,1,0,0,,0,0,1,1
NDSN,10578,Nordson Corp,0,1,1,0,0,1,0,0,1,0,1,1,1,0,1,1,0,0,0,0,0,,0,1,0,0
NDAQ,10577,"Nasdaq, Inc.",1,0,0,1,0,1,1,0,1,0,0,0,1,0,1,1,1,0,0,1,,1,1,0,0,1
NCR,10576,NCR Corp,0,0,0,0,0,1,1,0,1,0,1,1,1,0,1,1,1,0,0,0,0,,0,0,0,0
NCLH,10575,Norwegian Cruise Line Holdings Ltd.,0,1,0,0,0,1,0,0,0,1,0,0,1,1,1,1,1,0,1,0,0,,0,0,0,0
MU,10568,Micron Technology Inc,1,1,0,1,1,1,0,1,1,1,1,1,1,0,1,1,1,0,1,0,0,,1,1,0,1
