_id,kwName,kwUrl,wfUrl,wfName,domainId,score,merchantId,Merchant.MaxRate.Kind,Merchant.MaxRate.Amount,MatchAlgo,Rating,combinedScore(>=8 positive)
621b99835f87e75f5365d2f1,teakruthi,http://teakruthi.com,teakruthi.com,teakruthi,79365,6.83E-17,81551,PERCENTAGE,5,Sara,neutral,1.5
621b99875f87e75f5365d511,"Eco Vessel, LLC",http://ecovessel.com,ecovessel.com,EcoVessel,5503716,6.83E-17,68440,PERCENTAGE,5,Sara,neutral,1.5
621b99875f87e75f5365d53d,Reese Cooper Inc,http://reese-cooper.com,reese-cooper.com,Reese Cooper,83825,9.76E-17,84088,PERCENTAGE,5,Sara,neutral,1.5
621b99875f87e75f5365d541,Rheos Gear,http://rheosgear.com,rheosgear.com,Rheos Nautical Eyewear,75629,1.55E-16,81386,PERCENTAGE,5,Sara,neutral,1.5
621b998a5f87e75f5365d6e1,Pacha,http://pachasoap.com,pachasoap.com,Pacha Soap,111239,1.13E-16,112166,PERCENTAGE,5,Sara,neutral,1.5
621b998b5f87e75f5365d76d,Free Birdees,http://freebirdees.com,freebirdees.com,Free Birdees,113265,1.02E-16,115668,PERCENTAGE,5,Sara,neutral,1.5
621b998c5f87e75f5365d819,Just Enough Wines,http://justenoughwines.com,justenoughwines.com,Just Enough Wines,93336,1.14E-16,93631,PERCENTAGE,5,Sara,neutral,1.5
621b99915f87e75f5365dad5,Evermine,http://evermine.com,evermine.com,Evermine,2189660,7.40E-17,5477586,PERCENTAGE,5,Sara,neutral,1.5
621b99975f87e75f5365de41,"Beast Brands, Inc.",http://getbeast.com,getbeast.com,Beast Brands,79469,1.52E-16,83084,PERCENTAGE,5,Sara,neutral,1.5
621b99985f87e75f5365df2d,Bloomist,http://bloomist.com,bloomist.com,Bloomist,68049,7.40E-17,69450,PERCENTAGE,5,Sara,neutral,1.5
621b99995f87e75f5365df79,Sonrei,http://sonreiskin.com,sonreiskin.com,Sonrei,78949,1.27E-16,110534,PERCENTAGE,5,Sara,neutral,1.5
621b99995f87e75f5365dfc9,Nuu-Muu,http://nuu-muu.com,nuu-muu.com,Nuu-Muu,4326657,8.07E-17,5480682,PERCENTAGE,5,Sara,neutral,1.5
621b999c5f87e75f5365e11d,Ada + East,http://adaandeast.com,adaandeast.com,Ada + East,117956,1.49E-16,117983,PERCENTAGE,5,Sara,neutral,1.5
621b999e5f87e75f5365e235,Dailygreatness - a brand of Dreaming Room Publishing,http://dailygreatness.co,dailygreatness.co,Daily Greatness,7728,7.98E-17,7745,PERCENTAGE,5,Sara,neutral,1.5
621b99a25f87e75f5365e4a9,giggle,http://giggle.com,giggle.com,Giggle,66599,8.88E-17,69436,PERCENTAGE,5,Sara,neutral,1.5
621b99a25f87e75f5365e4d9,Humble Brands,http://humblebrands.com,humblebrands.com,Humble Brands,104255,9.76E-17,104472,PERCENTAGE,5,Sara,neutral,1.5
621b99a65f87e75f5365e711,KOR Water,http://korwater.com,korwater.com,KOR Water,3997600,1.20E-16,5479413,PERCENTAGE,5,Sara,neutral,1.5
621b99a75f87e75f5365e7ad,alpyn beauty,http://alpynbeauty.com,alpynbeauty.com,Alpyn Beauty,67332,1.02E-16,68579,PERCENTAGE,5,Sara,neutral,1.5
621b99a85f87e75f5365e88d,Wiley Body,http://wileybody.com,wileybody.com,Wiley Body,67412,1.13E-16,68480,PERCENTAGE,5,Sara,neutral,1.5
621b99ab5f87e75f5365ea51,Jibby Coffee,http://jibbycoffee.com,jibbycoffee.com,Jibby Coffee,101611,1.02E-16,102042,PERCENTAGE,5,Sara,neutral,1.5
621b99ac5f87e75f5365ead5,"Promix Nutrition, Inc.",http://promixnutrition.com,promixnutrition.com,Promix Nutrition,5520551,8.64E-17,7175,PERCENTAGE,5,Sara,neutral,1.5
621b99ad5f87e75f5365eb6d,Ned & Co. LLC,http://helloned.com,helloned.com,Ned,102635,2.22E-16,120745,PERCENTAGE,5,Sara,neutral,1.5
621b99ae5f87e75f5365ebdd,"Arctic Lynx, LLC",http://arcticlynxmaternity.com,arcticlynxmaternity.com,Arctic Lynx Maternity,112273,1.02E-16,112875,PERCENTAGE,5,Sara,neutral,1.5
624c697e1ccf825229d25051,Swoveralls,http://swoveralls.com,swoveralls.com,Swoveralls,94323,6.34E-17,122201,PERCENTAGE,5,Sara,neutral,1.5
62deed987b212526d1e016e3,Curology,https://curology.com/,curology.com,Curology,126149,0.02958579882,126198,FLAT,5,Sara,neutral,1.5
62deee5f7b212526d1e0201f,Dabble & Dollop,https://dabbleanddollop.com/,dabbleanddollop.com,Dabble & Dollop,111289,0.02946853999,112488,PERCENTAGE,5,Sara,neutral,1.5
62deee837b212526d1e024f4,Zuzu Luxe,https://gabrielcosmeticsinc.com/,gabrielcosmeticsinc.com,Gabriel Cosmetics,5505067,0.02082710299,5507684,PERCENTAGE,5,Sara,neutral,1.5
62deee927b212526d1e02706,Better Not Younger,https://better-notyounger.com/,better-notyounger.com,Better Not Younger,67509,0.02347583246,70642,PERCENTAGE,5,Sara,neutral,1.5
62deee997b212526d1e02857,Gabriel Cosmetics,https://gabrielcosmeticsinc.com/,gabrielcosmeticsinc.com,Gabriel Cosmetics,5505067,0.02082710299,5507684,PERCENTAGE,5,Sara,neutral,1.5
62deeeab7b212526d1e02be9,SUPA Naturals,https://supanaturals.com/,supanaturals.com,SUPA Naturals,80071,0.02816933699,81863,PERCENTAGE,5,Sara,neutral,1.5
62def0e77b212526d1e055ed,Nuzzie,http://shopnuzzie.com,shopnuzzie.com,Nuzzie LLC,108588,1.49E-16,111105,PERCENTAGE,5,Sara,neutral,1.5
62def0f57b212526d1e058cd,Gomorrah,https://gomorrahnyc.com,gomorrahnyc.com,Gomorrah,114814,1.04E-16,115645,PERCENTAGE,5,Sara,neutral,1.5
62deee577b212526d1e01f11,Act+Acre,https://actandacre.com/,actandacre.com,Act+Acre,79316,,83910,PERCENTAGE,5,Anushka,neutral,1.5
62deee5b7b212526d1e01f60,AYOND,https://ayond.us/,ayond.us,Ayond,80518,,83178,PERCENTAGE,5,Anushka,neutral,1.5
62deee5c7b212526d1e01f70,Beauty by Earth,https://beautybyearth.com/,beautybyearth.com,Beauty by Earth,84600,,84832,PERCENTAGE,5,Anushka,neutral,1.5
62deeea07b212526d1e029b4,Bossy Cosmetics,https://bossybeauty.com/,bossybeauty.com,Bossy Cosmetics,114014,,114403,PERCENTAGE,5,Anushka,neutral,1.5
621b99ae5f87e75f5365ebb9,Free Rain,http://freerain.com,drinkfreerain.com,Free Rain LLC,81009,,82253,PERCENTAGE,5,Anushka,neutral,1.5
62deed9c7b212526d1e01753,Gryph & IvyRose,https://gryphandivyrose.com/,gryphandivyrose.com,Gryph & Ivy Rose,109817,,109981,PERCENTAGE,5,Anushka,neutral,1.5
62def0337b212526d1e04df0,Hemp Mellow,https://www.hempmellow.com/,hempmellow.com,Hemp Mellow,82848,,82877,PERCENTAGE,5,Anushka,neutral,1.5
62deeed77b212526d1e034c8,Herbal Goodness,https://www.herbalgoodnessco.com/,herbalgoodnessco.com,Herbal Goodness,71683,,5507979,PERCENTAGE,5,Anushka,neutral,1.5
62deeebc7b212526d1e02f03,Hylunia Skincare,https://www.hylunia.com/,hylunia.com,HYLUNIA SKINCARE,107702,,112410,PERCENTAGE,5,Anushka,neutral,1.5
62deeed87b212526d1e0350f,inPowered Lights,https://www.inpoweredlights.com/,inpoweredlights.com,inPowered Lights,114029,,114347,PERCENTAGE,5,Anushka,neutral,1.5
62deeeae7b212526d1e02ca0,Loum Beauty of Calm,https://loumbeauty.com/,loumbeauty.com,Loum Beauty,82864,,82898,PERCENTAGE,5,Anushka,neutral,1.5
62deedbb7b212526d1e01bcb,Madison Reed,https://www.madison-reed.com/,madison-reed.com,Madison-Reed,5503000,,5508581,PERCENTAGE,5,Anushka,neutral,1.5
62deee5e7b212526d1e01fe3,MERIT,https://www.meritbeauty.com/,meritbeauty.com,MERIT,93412,,106656,PERCENTAGE,5,Anushka,neutral,1.5
621b99b15f87e75f5365ede1,Michael Kors,https://www.michaelkors.com/,michaelkors.com,Michael Kors,3922517,,5480119,PERCENTAGE,5,Anushka,neutral,1.5
62deedb37b212526d1e01ae3,Miss Spa,https://miss-spa.com/,miss-spa.com,Miss Spa,103719,,104649,PERCENTAGE,5,Anushka,neutral,1.5
62deee667b212526d1e02121,NIUCOCO,https://niucoco.com/,niucoco.com,NIUCOCO,83293,,84215,PERCENTAGE,5,Anushka,neutral,1.5
62deee9d7b212526d1e0292b,Organic Loven,https://www.organicloven.com/,organicloven.com,Organic Loven,108607,,108918,PERCENTAGE,5,Anushka,neutral,1.5
62deedbe7b212526d1e01c22,Prai Beauty,https://praibeauty.com/,praibeauty.com,Prai Beauty,34834,,36677,PERCENTAGE,5,Anushka,neutral,1.5
62deeeb07b212526d1e02cf7,Refresh Skin Therapy,https://www.refreshskintherapy.com/,refreshskintherapy.com,Refresh Skin Therapy,67027,,67218,PERCENTAGE,5,Anushka,neutral,1.5
62deee907b212526d1e026d7,REUZEL,https://www.reuzel.com/,reuzel.com,Reuzel,76672,,76764,PERCENTAGE,5,Anushka,neutral,1.5
62deedb17b212526d1e01a87,Skylar Body,https://skylar.com/,skylar.com,Skylar Body,5515153,,5512796,PERCENTAGE,5,Anushka,neutral,1.5
621b99bd5f87e75f5365f4a5,Stuart Weitzman,https://www.stuartweitzman.com/,stuartweitzman.com,Stuart Weitzman,4611846,,5482693,PERCENTAGE,5,Anushka,neutral,1.5
62deeec57b212526d1e030da,SWAIR,https://www.swairhair.com/,swairhair.com,SWAIR,80572,,83948,PERCENTAGE,5,Anushka,neutral,1.5
62deeee27b212526d1e037aa,The Beauty Crop Limited,http://www.thebeautycrop.com/,thebeautycrop.com,The Beauty Crop,111884,,112413,PERCENTAGE,5,Anushka,neutral,1.5
62deeea17b212526d1e029cd,Unsun Cosmetics,https://www.unsuncosmetics.com/,unsuncosmetics.com,Unsun Cosmetics,111539,,112341,PERCENTAGE,5,Anushka,neutral,1.5
62deeebd7b212526d1e02f53,Visha Skincare,https://www.vishaskincare.com/,vishaskincare.com,Visha Skincare,5505960,,5510491,PERCENTAGE,5,Anushka,neutral,1.5
62deeec87b212526d1e03136,ZENMED,https://zenmed.com/,zenmed.com,ZENMED,4464846,,5484269,PERCENTAGE,5,Anushka,neutral,1.5
621b998e5f87e75f5365d8fd,Chews Happiness,http://chewshappiness.com,chewshappiness.com,CHEWS HAPPINESS,92039,8.98E-17,93830,PERCENTAGE,5,Sara,neutral,2
621b99ad5f87e75f5365eb15,Needed PBC,http://thisisneeded.com,thisisneeded.com,Needed PBC,109651,2.22E-16,109888,PERCENTAGE,5,Sara,neutral,2
62deeed47b212526d1e033d4,Eat Me Guilt Free,https://www.eatmeguiltfree.com/,eatmeguiltfree.com,Eat Me Guilt Free,93753,,93799,PERCENTAGE,5,Anushka,neutral,2
621b99345f87e75f5365a4c9,GoDaddy,http://godaddy.com,godaddy.com,GoDaddy,4611669,8.07E-17,5478275,PERCENTAGE,5,Sara,neutral,2.5
621b99695f87e75f5365c365,The Honest Company,http://honest.com,honest.com,The Honest Company,3919078,7.14E-17,5478699,PERCENTAGE,5,Sara,neutral,2.5
621b998c5f87e75f5365d7dd,Conscious Step,http://consciousstep.com,consciousstep.com,Conscious Step,78235,9.35E-17,76863,PERCENTAGE,5,Sara,neutral,2.5
621b999e5f87e75f5365e295,Pirani Life,http://pirani.life,pirani.life,"Pirani Life, Inc",100054,5.57E-17,100929,PERCENTAGE,5,Sara,neutral,2.5
62deeeaf7b212526d1e02cc4,Versed,https://versedskin.com/,versedskin.com,VersedSkin.com,65986,0.004444444444,76542,PERCENTAGE,5,Sara,neutral,2.5
62deef187b212526d1e03ea0,Giant Food,https://www.giantfood.com/,giantfood.com,Giant Food,93728,,93747,FLAT,5,Anushka,neutral,3.5
62deefab7b212526d1e046cf,Icebug AB,https://icebug.com/,icebug.com,ICEBUG,102326,,102380,PERCENTAGE,5,Anushka,neutral,4
62deed8d7b212526d1e01530,White Lotus Home,https://www.whitelotushome.com/,whitelotushome.com,White Lotus Home,67319,,69398,PERCENTAGE,5,Anushka,neutral,4.5
62def3207b212526d1e0860f,Desert Farms,http://desertfarms.net/,desertfarms.com,Desert Farms,114460,,114543,PERCENTAGE,5,Anushka,neutral,5.5
62def31e7b212526d1e085ad,Fresh Roasted Coffee LLC,http://www.freshroastedcoffee.com/,freshroastedcoffee.com,Fresh Roasted Coffee,102466,,102537,PERCENTAGE,5,Anushka,neutral,5.5
62def2b87b212526d1e0824f,Tea Drops,http://myteadrop.com/,myteadrop.com,Tea Drops,66604,,66957,PERCENTAGE,5,Anushka,neutral,5.5
621b99e85f87e75f53660d3d,Lancome,https://www.lancome.com,lancome-usa.com,Lancome,78671,,81762,PERCENTAGE,5,Anushka,neutral,6
621b99e75f87e75f53660d29,NYX Professional Makeup,https://www.nyxcosmetics.com/,nyxcosmetics.com,NYX Professional Makeup,35344,,37526,PERCENTAGE,5,Anushka,neutral,6
621b99e85f87e75f53660d6d,Vichy,https://www.vichyusa.com/,vichyusa.com,Vichy,3924977,,5483795,PERCENTAGE,5,Anushka,neutral,6
624c69801ccf825229d250e4,Woot,https://www.woot.com/,woot.com,Woot!,4667038,,5484127,PERCENTAGE,5,Anushka,neutral,7.5
621b992f5f87e75f5365a1d1,Amazon,http://amazon.com,amazon.com,Amazon,3557605,8.88E-17,5475294,PERCENTAGE,5,Sara,positive,8
621b994e5f87e75f5365b3bd,Accompany,http://accompanyus.com,accompanyus.com,Accompany Fashion,5504468,1.16E-16,5506335,PERCENTAGE,5,Sara,positive,8
621b99d35f87e75f53660179,Bumble and Bumble,https://www.bumbleandbumble.com/,bumbleandbumble.com,Bumble and Bumble,3920686,,5476189,PERCENTAGE,5,Anushka,positive,8
621b99595f87e75f5365ba05,MiiR,http://miir.com,miir.com,MiiR,4326635,1.11E-16,5480138,PERCENTAGE,5,Sara,positive,9
621b99595f87e75f5365ba69,Therafit Shoe,http://therafitshoe.com,therafitshoe.com,Therafit Shoe,123295,9.76E-17,123395,PERCENTAGE,5,Sara,positive,9
621b995c5f87e75f5365bc01,Bixbee,http://bixbee.com,bixbee.com,Bixbee,85704,8.88E-17,85723,PERCENTAGE,5,Sara,positive,9
621b99435f87e75f5365ad91,Nimble,http://gonimble.com,gonimble.com,Nimble,65973,1.11E-16,66058,PERCENTAGE,5,Sara,positive,10
621b99565f87e75f5365b831,Dr. Hauschka Skin Care,http://drhauschka.com,drhauschka.com,Dr. Hauschka,107917,1.22E-16,109074,PERCENTAGE,5,Sara,positive,10
62def1787b212526d1e06b08,Homethings,gethomethings.com,gethomethings.com,Homethings,109030,9.14E-17,109271,PERCENTAGE,5,Sara,positive,10
62def1aa7b212526d1e071a8,Pitaya Foods,www.pitayafoods.com,pitayafoods.com,Pitaya Foods,94292,,103077,PERCENTAGE,5,Anushka,positive,10
621b99545f87e75f5365b76d,Babo Botanicals,http://babobotanicals.com,babobotanicals.com,Babo Botanicals,5503053,8.98E-17,5506554,PERCENTAGE,5,Sara,positive,11
62def1107b212526d1e05b5a,Awake Corporation,https://awakechocolate.com/,awakechocolate.com,AWAKE Chocolate,124035,0.02329810173,130108,PERCENTAGE,5,Sara,positive,12
621b99595f87e75f5365ba35,Simply Straws,http://simplystraws.com,simplystraws.com,Simply Straws,79339,9.76E-17,81391,PERCENTAGE,5,Sara,positive,12.5
621b993f5f87e75f5365ab19,Ace of Air,http://aceofair.com,aceofair.com,Ace of Air,127332,1.49E-16,127425,PERCENTAGE,5,Sara,positive,13
621b994c5f87e75f5365b289,Nisolo,http://nisolo.com,nisolo.com,Nisolo,3922905,8.88E-17,5480616,PERCENTAGE,5,Sara,positive,14
62def1a17b212526d1e0706e,Healthy Human LLC,healthyhumanlife.com,healthyhumanlife.com,Healthy Human Life,127444,1.11E-16,127535,PERCENTAGE,5,Sara,positive,14
621b99415f87e75f5365ac55,Karen Kane,http://karenkane.com,karenkane.com,KarenKane.com,5518377,4.93E-32,94875,PERCENTAGE,5,Sara,positive,15
621b99575f87e75f5365b92d,Raven + Lily,http://ravenandlily.com,ravenandlily.com,Raven + Lily,127995,1.38E-16,129035,PERCENTAGE,5,Sara,positive,15
621b995a5f87e75f5365ba91,West Paw,http://westpaw.com,westpaw.com,West Paw,127169,1.27E-16,127352,PERCENTAGE,5,Sara,positive,15
62def1957b212526d1e06ec7,"Attn: Grace, Inc",www.attngrace.com,attngrace.com,Attn: Grace,80245,,81951,PERCENTAGE,5,Anushka,positive,15
621b99425f87e75f5365aca5,PEAK DESIGN,http://peakdesign.com,peakdesign.com,Peak Design,112886,1.07E-16,113005,PERCENTAGE,5,Sara,positive,16
62def1427b212526d1e0648c,Dun & Bradstreet,https://www.dnb.com/,dnb.com,Dun & Bradstreet,95118,,5476891,PERCENTAGE,4.8,Anushka,negative,-3
621b99575f87e75f5365b955,Grove Collaborative,http://grove.co,grove.co,Grove Collaborative,5520352,5.10E-17,7779,FLAT,4.8,Sara,positive,15
621b99e85f87e75f53660da9,Urban Decay,https://www.urbandecay.com/,urbandecay.com,Urban Decay,59184,,115724,PERCENTAGE,4.51,Anushka,neutral,6
621b99e35f87e75f53660a81,Paramount+,https://www.paramountplus.com/,paramountplus.com,Paramount+,95461,,100835,FLAT,4.5,Anushka,neutral,3.5
621b99375f87e75f5365a6b1,Nuance Communications,http://nuance.com,nuance.com,Nuance,4611762,8.88E-17,5480667,PERCENTAGE,4,Sara,negative,-4
621b99bd5f87e75f5365f495,Cynthia Rowley TJX,https://cynthiarowley.com/,cynthiarowley.com,Cynthia Rowley,5512312,0.02555069794,5512543,PERCENTAGE,4,Sara,negative,-1.5
621b99315f87e75f5365a341,Columbia Sportswear Company,http://columbia.com,columbia.com,Columbia Sportswear,4464631,1.02E-16,5476640,PERCENTAGE,4,Sara,negative,-1
621b99b25f87e75f5365ee11,Mountain Hardwear,https://www.mountainhardwear.com/,mountainhardwear.com,Mountain Hardwear,4611749,,5480313,PERCENTAGE,4,Anushka,negative,-1
62def1407b212526d1e06442,Petco,https://www.petco.com/shop/en/petcostore,petco.com,PETCO,3854616,,5481098,FLAT,4,Anushka,negative,-1
621b99b15f87e75f5365ede5,SOREL,https://www.sorel.com/,sorel.com,Sorel,4611833,,5482457,PERCENTAGE,4,Anushka,negative,-1
621b99805f87e75f5365d0fd,Simbly,http://simbly.com,simbly.com,Simbly,78165,8.88E-17,78293,PERCENTAGE,4,Sara,neutral,0
621b99a35f87e75f5365e5a9,Happsy,http://happsy.com,happsy.com,Happsy,5505832,8.88E-17,5507912,PERCENTAGE,4,Sara,neutral,0
621b99a55f87e75f5365e655,Give'r,http://give-r.com,give-r.com,Give'r,116375,1.11E-16,116879,PERCENTAGE,4,Sara,neutral,0
62deefa17b212526d1e04608,Veronica Beard,https://veronicabeard.com/,veronicabeard.com,Veronica Beard,3924959,0.02555069794,5483770,PERCENTAGE,4,Sara,neutral,0
62def00b7b212526d1e04936,Make Up For Ever,https://www.makeupforever.com/us/en,makeupforever.com,Make Up For Ever,65978,,76236,PERCENTAGE,4,Anushka,neutral,0
621b99885f87e75f5365d5a9,Toad&Co - Dresses,https://www.toadandco.com,toadandco.com,Toad & Co,66328,,66559,PERCENTAGE,4,Anushka,neutral,0
62deef467b212526d1e04461,Neal's Yard Remedies,https://us.nealsyardremedies.com/?feature=locale-popup&referringSite=nyr_en_GB&countrySelected=Y,us.nealsyardremedies.com,Neal's Yard Remedies,107911,,5480536,PERCENTAGE,4,Anushka,neutral,0.5
62def1aa7b212526d1e071bf,KORA Organics,https://us.koraorganics.com/,us.koraorganics.com,Kora Organics,79251,0.02843094214,84490,PERCENTAGE,4,Sara,neutral,1
62def3d17b212526d1e09212,Aquasana,https://www.aquasana.com/,aquasana.com,Aquasana,3920683,,5475398,PERCENTAGE,4,Anushka,neutral,1
621b998c5f87e75f5365d7ed,Seager,http://seagerco.com,seagerco.com,Seager,99474,1.11E-16,99654,PERCENTAGE,4,Sara,neutral,1.5
621b999d5f87e75f5365e1c5,Earthlove,http://earthlove.co,earthlove.co,Earthlove,67996,5.55E-17,69373,PERCENTAGE,4,Sara,neutral,1.5
621b999e5f87e75f5365e271,Ridge Merino,http://ridgemerino.com,ridgemerino.com,Ridge Merino,5514237,1.02E-16,5518646,PERCENTAGE,4,Sara,neutral,1.5
621b99a05f87e75f5365e3a1,STEP 22 Gear,http://step22gear.com,step22gear.com,STEP 22 Gear,81579,1.36E-16,82282,PERCENTAGE,4,Sara,neutral,1.5
621b99a75f87e75f5365e7d5,ALPAKA,http://alpakagear.com,alpakagear.com,ALPAKA,76069,1.27E-16,74725,PERCENTAGE,4,Sara,neutral,1.5
624c697a1ccf825229d24e32,Pale Blue Earth LLC,http://paleblueearth.com,paleblueearth.com,Pale Blue,78576,1.53E-16,79711,PERCENTAGE,4,Sara,neutral,1.5
62deeeb77b212526d1e02e47,Sparitual,https://sparitual.com/,sparitual.com,Sparitual,84578,0.02551020408,84810,PERCENTAGE,4,Sara,neutral,1.5
62deeebd7b212526d1e02f64,One Ocean Beauty,https://oneoceanbeauty.com/,oneoceanbeauty.com,One Ocean Beauty,68062,0.02958197328,69680,PERCENTAGE,4,Sara,neutral,1.5
62deeedd7b212526d1e03664,Packed with Purpose,https://packedwithpurpose.gifts/,packedwithpurpose.gifts,Packed with Purpose,84710,0.02365945845,85378,PERCENTAGE,4,Sara,neutral,1.5
62deee577b212526d1e01f0c,aavrani,https://aavrani.com/,aavrani.com,Aavrani,76698,,76770,PERCENTAGE,4,Anushka,neutral,1.5
62deedb57b212526d1e01b28,Castle Baths,https://www.castlebaths.com/,castlebaths.com,CastleBaths,5502861,,5506919,PERCENTAGE,4,Anushka,neutral,1.5
62deed9b7b212526d1e01729,Follain,https://follain.com/,follain.com,Follain,9546,,5509650,PERCENTAGE,4,Anushka,neutral,1.5
62deed9e7b212526d1e01791,KitavaMD,https://kitavamd.com/,kitavamd.com,KITAVA MD,78196,,76851,PERCENTAGE,4,Anushka,neutral,1.5
62deee767b212526d1e02367,Noble Panacea,https://www.noblepanacea.com/,noblepanacea.com,Noble Panacea,93098,,116983,PERCENTAGE,4,Anushka,neutral,1.5
62deedaf7b212526d1e01a3f,W3LL PEOPLE,https://www.w3llpeople.com/,w3llpeople.com,W3ll People,5518340,,106906,PERCENTAGE,4,Anushka,neutral,1.5
621b997e5f87e75f5365cfe5,Sunski,http://sunski.com,sunski.com,Sunski,5515397,8.88E-17,5518588,PERCENTAGE,4,Sara,neutral,2
621b999d5f87e75f5365e225,Ombraz Sunglasses,http://ombraz.com,ombraz.com,Ombraz Sunglasses,110866,1.16E-16,111141,PERCENTAGE,4,Sara,neutral,2
62deee9d7b212526d1e028f6,Kate McLeod,https://www.katemcleod.com/,katemcleod.com,Kate McLeod,115976,,116663,PERCENTAGE,4,Anushka,neutral,2.5
62deedb97b212526d1e01bac,Pangea Organics,https://pangeaorganics.com/,pangeaorganics.com,Pangea Organics,3923136,0.02329810173,5480924,PERCENTAGE,4,Sara,neutral,3.5
621b99e85f87e75f53660d9d,La Roche-Posay,https://www.laroche-posay.com/,laroche-posay.us,La Roche-Posay,3922008,,5479487,PERCENTAGE,4,Anushka,neutral,6
621b99e85f87e75f53660d5d,Mugler,https://www.mugler.com/,muglerusa.com,Mugler,5513213,,5519378,PERCENTAGE,4,Anushka,neutral,6
62deed687b212526d1e01083,New Balance,https://www.newbalance.com/,newbalance.com,New Balance,3922860,,5480569,PERCENTAGE,4,Anushka,neutral,6
621b99f25f87e75f53661359,Peets Coffee,https://www.peets.com/,peets.com,Peet's Coffee,7604,,5480136,PERCENTAGE,4,Anushka,positive,8
621b99ba5f87e75f5365f2c5,Gillette,https://gillette.com/,gillette.com,Gillette,65612,0.02958579882,115543,PERCENTAGE,4,Sara,positive,8.5
621b99ba5f87e75f5365f2d5,Braun,https://us.braun.com/,us.braun.com,Braun,118196,,82616,PERCENTAGE,4,Anushka,positive,8.5
621b99ba5f87e75f5365f305,The Art of Shaving,https://theartofshaving.com/,theartofshaving.com,The Art of Shaving,3854665,,5482985,PERCENTAGE,4,Anushka,positive,8.5
621b99cb5f87e75f5365fc79,Wolf & Badger,https://www.wolfandbadger.com/us/,wolfandbadger.com,Wolf & Badger,3925196,,5484107,PERCENTAGE,4,Anushka,positive,9
621b99495f87e75f5365b135,MegaFood,http://megafood.com,megafood.com,MegaFood,8814,7.40E-17,99497,PERCENTAGE,4,Sara,positive,10
621b99545f87e75f5365b729,Country Life,http://countrylifevitamins.com,countrylifevitamins.com,Country Life Vitamins & Biochem Protein,85243,1.28E-16,85282,PERCENTAGE,4,Sara,positive,11
621b99565f87e75f5365b86d,Soapbox,http://soapboxsoaps.com,soapboxsoaps.com,Soapbox,104897,1.25E-16,105347,PERCENTAGE,4,Sara,positive,11
